student_id,gender,subject_area,socioeconomic_band,ai_access_level,weekly_genai_use_hours,ai_confidence_score_1_5,ai_training_completed,career_ai_tool_used,assessment_score_after_ai_integration,academic_misconduct_flag,demo_note
SURV00224,Female,Health,Low,Strong,8.2,4.06,No,No,75.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00225,Male,STEM,High,Strong,7.6,3.82,Yes,No,95.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00226,Male,STEM,Low,Adequate,3.2,3.41,Yes,No,80.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00227,Male,Social Sciences,High,Adequate,5.0,3.62,Yes,No,79.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00228,Male,STEM,High,Strong,10.1,3.91,Yes,Yes,80.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00229,Female,Arts & Humanities,High,Adequate,2.9,3.56,No,Yes,65.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00230,Male,Business,Low,Adequate,4.8,3.11,No,No,99.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00231,Male,STEM,Medium,Adequate,1.6,4.56,No,Yes,74.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00232,Male,Health,Low,Adequate,4.3,4.01,Yes,No,81.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00233,Male,Business,High,Adequate,4.3,4.76,Yes,No,74.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00234,Female,Education,Medium,Strong,6.0,3.01,No,No,72.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00235,Male,STEM,Medium,Limited,2.4,3.63,Yes,No,75.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00236,Female,Arts & Humanities,High,Strong,6.6,3.52,No,Yes,91.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00237,Male,Arts & Humanities,Low,Strong,5.2,3.98,No,No,79.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00238,Male,STEM,Low,Strong,8.5,3.65,Yes,Yes,81.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00239,Female,Business,High,Strong,8.2,5,Yes,Yes,92.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00240,Female,Health,Medium,Adequate,3.9,3.63,Yes,Yes,77.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00241,Female,STEM,Low,Limited,2.4,2.84,No,No,68.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00242,Male,Social Sciences,Low,Strong,8.2,4.73,No,No,88.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00243,Male,Business,Low,Adequate,6.4,4.36,No,Yes,85.5,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00244,Female,Arts & Humanities,Medium,Strong,7.9,4.75,No,No,74.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00245,Male,Health,Medium,Strong,5.7,5,No,No,95.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00246,Female,Arts & Humanities,Low,Strong,5.8,4.19,No,No,85.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00247,Female,Business,High,Adequate,2.7,3.09,No,No,84.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00248,Male,STEM,Low,Strong,9.8,3.31,Yes,Yes,84.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00249,Female,Arts & Humanities,Medium,Strong,5.4,3.14,Yes,No,76.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00250,Female,Social Sciences,Medium,Strong,6.2,4.5,Yes,Yes,84.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00251,Male,Education,Medium,Adequate,4.3,2.81,No,Yes,74.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00252,Male,Arts & Humanities,Medium,Adequate,2.6,3.54,No,No,76.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00253,Female,Education,Medium,Adequate,0.8,1.28,No,No,49.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00254,Male,STEM,Medium,Adequate,8.6,5,No,Yes,89.5,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00255,Male,Business,Medium,Strong,8.2,3.95,Yes,Yes,84.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00256,Male,Health,Low,Adequate,5.5,3.71,No,No,83.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00257,Male,Social Sciences,Medium,Adequate,5.1,3.32,No,No,83.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00258,Male,Social Sciences,Medium,Adequate,2.8,3.31,No,No,81.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00259,Female,Arts & Humanities,Medium,Limited,0,2.09,No,Yes,64.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00260,Female,Health,Medium,Adequate,4.9,4.61,Yes,No,96.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00261,Female,Health,Low,Adequate,1.9,2.87,Yes,No,84.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00262,Female,Health,High,Adequate,3.1,3.58,Yes,No,89.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00263,Male,STEM,Medium,Strong,8.5,3.97,Yes,Yes,84.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00264,Male,Arts & Humanities,Medium,Adequate,4.8,3.56,No,No,94.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00265,Female,Business,Low,Limited,3.9,3.07,Yes,No,79.4,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00266,Female,Business,Low,Adequate,7.5,2.86,No,No,69.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00267,Female,Arts & Humanities,High,Adequate,3.4,3.82,No,No,74.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00268,Male,Business,Low,Limited,2.4,3.26,Yes,Yes,67.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00269,Female,Education,Low,Adequate,1.9,3.07,No,No,76.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00270,Male,STEM,Low,Strong,8.7,4.31,No,No,81.4,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00271,Female,Business,Low,Adequate,4.1,3.43,No,No,65.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00272,Male,Arts & Humanities,Medium,Adequate,4.8,3.25,No,No,80.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00273,Male,Education,Medium,Adequate,6.2,4.42,Yes,No,86.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00274,Male,STEM,Medium,Adequate,4.8,4.53,No,No,85.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00275,Male,STEM,Low,Adequate,2.9,2.78,No,No,70.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00276,Female,STEM,Low,Strong,8.3,3.18,No,No,64.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00277,Male,Health,Medium,Strong,6.2,4.44,No,No,93.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00278,Male,Health,Medium,Strong,7.5,3.32,Yes,No,85.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00279,Female,Education,High,Strong,10.2,2.85,Yes,Yes,81.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00280,Female,Arts & Humanities,Low,Adequate,4.9,2.71,Yes,No,80.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00281,Male,Social Sciences,Medium,Adequate,2.6,3.97,Yes,Yes,93.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00282,Male,STEM,Medium,Strong,9.0,4.83,No,No,93.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00283,Female,Business,Low,Strong,6.3,4.01,No,No,91.0,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00284,Male,STEM,Low,Limited,2.7,2.84,Yes,Yes,47.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00285,Male,STEM,High,Limited,5.0,3.83,No,Yes,91.4,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00286,Female,Social Sciences,Low,Adequate,3.8,3.5,No,No,79.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00287,Female,STEM,Low,Adequate,5.1,2.66,Yes,No,85.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00288,Male,Business,Medium,Adequate,2.9,3.43,Yes,Yes,79.0,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00289,Male,Business,Low,Strong,6.6,4.73,No,No,67.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00290,Female,Arts & Humanities,Medium,Adequate,3.8,3.68,No,Yes,84.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00291,Female,Education,Medium,Adequate,0.7,3.17,No,No,93.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00292,Female,Social Sciences,High,Adequate,2.1,3.33,Yes,Yes,74.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00293,Female,Arts & Humanities,Medium,Adequate,6.5,2.19,Yes,No,65.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00294,Male,Business,High,Strong,7.5,4.18,No,No,77.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00295,Male,Social Sciences,Low,Adequate,5.7,4.53,No,No,86.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00296,Male,STEM,Medium,Strong,7.9,5,No,No,96.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00297,Male,Business,Medium,Adequate,1.0,4.81,Yes,No,91.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00298,Female,STEM,Medium,Strong,8.8,2.73,Yes,Yes,79.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00299,Male,Business,High,Adequate,5.5,3.06,Yes,No,84.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00300,Male,STEM,Low,Limited,2.2,2.55,No,No,63.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00301,Female,Business,Low,Adequate,2.0,2.84,Yes,Yes,88.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00302,Female,Education,Medium,Adequate,2.6,2.96,No,Yes,67.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00303,Female,Social Sciences,Medium,Adequate,5.3,2.68,No,Yes,94.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00304,Female,STEM,Low,Strong,8.5,3.74,No,Yes,72.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00305,Female,STEM,Medium,Adequate,5.4,3.07,No,No,73.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00306,Female,STEM,Medium,Adequate,3.7,3.07,No,No,72.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00307,Male,STEM,Medium,Strong,6.8,5,No,No,92.9,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00308,Female,Business,Low,Adequate,5.1,4.63,No,No,81.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00309,Male,Business,Medium,Adequate,3.6,3.36,Yes,No,64.2,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00310,Female,STEM,Medium,Adequate,3.9,2.68,Yes,No,86.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00311,Female,STEM,Low,Limited,3.6,3.43,No,No,84.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00312,Female,Education,Medium,Limited,1.4,4.14,No,Yes,85.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00313,Female,STEM,Medium,Strong,6.9,2.08,No,No,71.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00314,Male,Business,Low,Strong,4.8,4.14,Yes,Yes,77.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00315,Male,Health,Low,Adequate,7.9,3.33,No,No,69.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00316,Male,Social Sciences,High,Limited,2.2,3.72,Yes,Yes,74.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00317,Male,STEM,Medium,Limited,4.8,2.7,No,No,71.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00318,Male,STEM,Medium,Adequate,4.2,2.52,Yes,Yes,73.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00319,Male,STEM,Medium,Adequate,6.2,4.0,No,No,81.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00320,Female,Business,Medium,Limited,0.4,2.79,No,No,68.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00321,Male,Health,High,Strong,10.1,4.49,No,No,84.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00322,Male,STEM,Medium,Adequate,5.4,4.24,No,No,84.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00323,Female,Business,Medium,Limited,4.4,1.62,No,No,77.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00324,Male,STEM,Low,Adequate,3.5,4.05,No,Yes,78.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00325,Male,Business,Low,Limited,1.4,3.0,No,No,77.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00326,Male,Arts & Humanities,Medium,Adequate,4.9,3.29,No,No,86.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00327,Female,Business,Low,Adequate,3.6,4.07,No,No,86.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00328,Female,Health,Low,Adequate,0.7,3.7,No,Yes,84.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00329,Male,STEM,Medium,Adequate,5.4,5,No,Yes,90.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00330,Female,STEM,Medium,Adequate,4.2,3.49,No,No,77.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00331,Female,STEM,Medium,Adequate,4.4,4.62,No,No,91.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00332,Female,Education,Medium,Strong,6.9,2.8,No,Yes,73.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00333,Male,Arts & Humanities,Low,Adequate,3.2,4.25,No,No,80.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00334,Male,STEM,Low,Limited,4.2,2.66,No,No,72.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00335,Female,Arts & Humanities,Low,Adequate,3.3,2.8,No,Yes,71.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00336,Male,STEM,Low,Limited,4.0,3.46,Yes,Yes,84.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00337,Male,Arts & Humanities,High,Adequate,1.5,3.51,Yes,No,77.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00338,Male,STEM,High,Strong,9.9,3.4,No,No,85.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00339,Male,STEM,High,Strong,7.4,5,Yes,No,92.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00340,Female,Business,Medium,Limited,3.6,3.27,No,No,70.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00341,Male,Business,Medium,Adequate,4.5,3.74,Yes,No,80.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00342,Female,Social Sciences,High,Adequate,3.6,3.07,No,No,75.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00343,Female,Health,High,Adequate,3.0,3.46,No,Yes,84.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00344,Female,Health,Medium,Adequate,2.3,2.93,No,No,87.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00345,Male,Social Sciences,Low,Adequate,0,4.11,No,Yes,75.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00346,Non-disclosed,Business,Low,Adequate,3.2,2.06,No,No,69.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00347,Male,Social Sciences,Medium,Strong,8.0,5,No,No,92.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00348,Female,Health,Medium,Adequate,5.3,3.0,Yes,No,80.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00349,Female,Arts & Humanities,Medium,Adequate,2.8,2.73,No,No,71.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00350,Male,Health,Medium,Strong,4.3,5,No,Yes,87.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00351,Male,STEM,Medium,Limited,0,3.53,Yes,No,77.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00352,Male,STEM,Medium,Adequate,7.7,2.2,No,No,70.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00353,Male,STEM,Low,Adequate,5.6,3.24,No,No,79.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00354,Male,Arts & Humanities,High,Strong,9.4,4.05,Yes,Yes,82.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00355,Male,Arts & Humanities,High,Adequate,6.6,5,No,No,92.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00356,Male,Social Sciences,Medium,Adequate,4.4,2.63,No,Yes,60.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00357,Male,Health,Low,Adequate,3.6,4.07,No,Yes,72.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00358,Female,Education,Medium,Adequate,1.9,2.31,Yes,No,78.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00359,Male,STEM,Medium,Strong,8.9,4.77,Yes,No,100,No,Synthetic survey-style data for dashboard demonstration only
SURV00360,Male,STEM,High,Strong,10.1,3.99,Yes,No,94.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00361,Male,Arts & Humanities,Low,Adequate,4.0,3.62,No,Yes,75.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00362,Male,STEM,Low,Strong,6.5,3.85,Yes,No,89.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00363,Male,Health,Low,Adequate,3.3,5,No,No,87.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00364,Male,STEM,Low,Adequate,6.0,4.38,Yes,Yes,94.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00365,Female,Arts & Humanities,Low,Adequate,3.8,3.01,Yes,No,70.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00366,Female,Social Sciences,Low,Adequate,2.9,3.89,No,Yes,80.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00367,Male,Business,High,Strong,8.0,4.37,No,Yes,83.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00368,Female,Health,Medium,Strong,6.1,3.24,Yes,No,88.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00369,Female,Social Sciences,Medium,Adequate,2.4,2.65,Yes,No,74.2,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00370,Female,Business,High,Adequate,3.1,2.6,No,No,78.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00371,Female,Arts & Humanities,Medium,Strong,9.3,3.03,Yes,Yes,62.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00372,Male,STEM,High,Limited,0.5,4.35,No,No,78.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00373,Male,Education,Low,Strong,6.2,4.74,Yes,No,93.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00374,Female,STEM,Low,Adequate,6.4,3.83,No,Yes,84.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00375,Male,Arts & Humanities,Low,Limited,1.5,2.84,Yes,Yes,68.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00376,Female,STEM,Low,Adequate,3.3,3.41,No,No,65.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00377,Male,Health,Low,Strong,5.4,4.25,Yes,No,86.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00378,Male,STEM,Low,Adequate,6.2,4.44,No,No,77.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00379,Female,STEM,Low,Adequate,4.4,2.23,No,No,88.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00380,Female,STEM,Medium,Strong,7.6,2.47,Yes,No,77.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00381,Male,STEM,Medium,Adequate,5.8,2.93,Yes,No,78.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00382,Female,Health,Low,Adequate,4.1,3.81,Yes,No,76.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00383,Non-disclosed,STEM,Medium,Adequate,4.5,2.68,No,No,75.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00384,Male,STEM,Medium,Adequate,5.0,4.4,No,Yes,80.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00385,Male,Business,High,Strong,8.9,4.53,No,Yes,87.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00386,Male,Arts & Humanities,High,Adequate,4.0,3.27,Yes,No,80.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00387,Male,STEM,Medium,Adequate,4.8,3.55,Yes,No,89.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00388,Female,Education,High,Strong,8.0,3.34,Yes,Yes,91.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00389,Male,STEM,Medium,Adequate,4.7,4.69,Yes,No,86.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00390,Non-disclosed,Arts & Humanities,Low,Limited,0,2.52,Yes,Yes,80.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00391,Male,Business,High,Adequate,5.6,4.03,No,No,96.1,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00392,Female,Arts & Humanities,Medium,Adequate,2.1,3.54,No,No,80.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00393,Female,STEM,High,Adequate,3.4,3.91,Yes,No,85.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00394,Female,Health,Low,Limited,0.7,2.8,No,No,79.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00395,Female,Health,Low,Limited,1.3,3.13,No,No,87.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00396,Male,Arts & Humanities,Medium,Strong,6.9,3.35,No,No,85.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00397,Non-disclosed,Health,Low,Adequate,4.7,2.81,No,No,75.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00398,Female,Business,Low,Adequate,3.8,2.06,No,No,79.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00399,Female,Education,Low,Adequate,1.5,3.29,Yes,No,66.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00400,Male,Arts & Humanities,Medium,Adequate,4.0,4.19,No,Yes,64.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00401,Female,Health,High,Adequate,3.2,2.92,No,No,74.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00402,Female,Health,Medium,Adequate,4.1,2.27,No,No,67.4,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00403,Female,Business,Medium,Adequate,2.7,2.44,Yes,No,75.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00404,Male,STEM,Low,Adequate,7.1,4.04,Yes,No,89.5,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00405,Male,Business,Medium,Adequate,2.5,1.48,Yes,Yes,74.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00406,Female,Arts & Humanities,Low,Strong,4.6,3.95,No,No,84.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00407,Female,Health,High,Adequate,2.6,3.45,Yes,No,61.1,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00408,Male,STEM,High,Strong,5.1,4.1,Yes,No,82.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00409,Male,STEM,Low,Adequate,8.8,3.28,Yes,No,82.0,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00410,Female,Business,Medium,Limited,0.8,3.29,No,No,58.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00411,Female,Arts & Humanities,Medium,Adequate,2.9,1.86,Yes,Yes,76.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00412,Male,Business,High,Adequate,2.6,3.27,No,No,69.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00413,Female,Business,Low,Adequate,4.0,3.03,Yes,Yes,58.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00414,Male,Arts & Humanities,Low,Strong,9.4,2.59,No,No,72.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00415,Female,Social Sciences,High,Strong,10.0,3.49,No,Yes,86.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00416,Female,Business,Medium,Adequate,3.8,3.56,Yes,No,73.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00417,Female,Education,Low,Limited,0,3.94,Yes,No,68.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00418,Female,STEM,Low,Limited,1.6,2.92,Yes,No,79.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00419,Female,Business,Medium,Adequate,0.4,3.66,No,No,84.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00420,Female,Arts & Humanities,High,Adequate,5.2,3.4,Yes,No,70.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00421,Male,Business,High,Strong,7.6,2.87,Yes,No,91.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00422,Male,Business,Medium,Adequate,3.3,4.16,No,Yes,86.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00423,Female,Education,Medium,Adequate,6.2,4.16,No,No,74.7,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00424,Male,Education,Medium,Adequate,5.9,3.46,No,Yes,74.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00425,Female,Health,Medium,Adequate,2.6,3.56,Yes,Yes,82.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00426,Male,Education,Medium,Strong,7.4,5,No,No,82.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00427,Female,Business,Medium,Adequate,0.1,3.48,No,No,88.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00428,Male,STEM,Low,Adequate,4.6,4.92,Yes,Yes,88.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00429,Female,Arts & Humanities,High,Adequate,4.7,4.11,No,No,82.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00430,Female,Education,Medium,Strong,6.3,3.99,Yes,No,75.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00431,Male,Education,High,Adequate,2.1,2.91,Yes,No,73.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00432,Female,Social Sciences,Medium,Adequate,1.7,3.66,Yes,Yes,68.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00433,Female,Social Sciences,Low,Limited,3.9,2.67,No,No,66.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00434,Male,Arts & Humanities,Low,Adequate,0.9,4.95,No,Yes,87.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00435,Female,Social Sciences,Medium,Strong,8.3,2.91,No,No,70.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00436,Female,Health,High,Adequate,7.4,3.69,Yes,No,85.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00437,Male,Business,High,Adequate,2.1,3.42,Yes,No,76.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00438,Female,Health,Low,Adequate,2.7,4.03,No,Yes,82.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00439,Male,Arts & Humanities,Low,Limited,3.7,3.13,Yes,No,77.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00440,Male,STEM,High,Strong,8.9,4.27,No,No,86.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00441,Male,STEM,Low,Adequate,4.7,3.43,No,No,81.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00442,Male,Business,Low,Adequate,4.6,3.65,No,Yes,75.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00443,Female,STEM,Medium,Limited,3.5,2.41,No,No,65.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00444,Male,STEM,Medium,Adequate,3.8,4.45,Yes,No,79.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00445,Male,Arts & Humanities,Medium,Adequate,2.9,3.14,Yes,No,90.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00446,Male,Arts & Humanities,High,Strong,9.4,3.2,No,Yes,92.9,No,Synthetic survey-style data for dashboard demonstration only
